title,name,way,layout,size,zone,position,location,money,subway
大悦城 国美城 5室 南北 精装修,国美第一城,整租,5室3厅,297㎡,朝阳,朝青,朝南北,13000,无
张自忠地铁 北新桥 交道口 北京中医院 华人一品精装独卫开间,华人一品,整租,1室0厅,18㎡,东城,东四,朝南,2800,张自忠路站
鲁艺上河村二期 4室2厅3卫 格局方正 两房朝南,上河村,整租,4室2厅,230㎡,海淀,世纪城,朝南北,35000,长春桥站
房山城关良工佳苑2室1厅,良工佳苑,整租,2室1厅,83㎡,房山,房山城关,朝南北,2400,无
六里桥莲宝路 风荷曲苑 温馨一居出租业主要求不带孩子,风荷曲苑,整租,1室1厅,66㎡,丰台,六里桥,朝西,5800,六里桥站
高层朝东看花园大一居,金茂物业,小区新环境好,全明格局,全齐,西城晶华,整租,1室1厅,75㎡,西城,西四,朝东,12000,西四站
看房随时 干净整洁 随时起租 园区中心 近地铁 免费停车可聊,中海雅园,整租,3室2厅,191㎡,海淀,紫竹桥,朝东南,22500,慈寿寺站
新上顺驰蓝调国际 3室 168平精装修 17000元/月,顺驰蓝调国际,整租,3室2厅,168㎡,丰台,菜户营,朝南,17000,丽泽商务区站
相寓 苏州桥·远中悦莱国际酒店公寓·中楼层·2居室,远中悦莱,整租,2室1厅,126㎡,海淀,中关村,朝南,17500,苏州街站
后海大型古建四合院 精装诚租 带多个车位,灵境胡同,整租,6室6厅,1328㎡,西城,西单,朝南北,520000,灵境胡同站
房山城关矿机西门2室1厅,矿机路小区,整租,2室1厅,50㎡,房山,房山城关,朝南,1200,无
2号线6号线朝阳门地铁吉祥里工体华普超市丰联日坛悠唐附近一居,吉祥里,整租,1室1厅,50㎡,朝阳,工体,朝南,6000,朝阳门站
颐源居、有钥匙、三居房两居价、可长租、价格便宜、车位,颐源居,整租,3室2厅,143㎡,海淀,公主坟,朝东北,15000,公主坟站
京投银泰万科西华府|3室2厅2卫C21,京投银泰万科西华府,整租,3室2厅,138㎡,丰台,科技园区,朝南北,12500,郭公庄站
新出!万通天竺新新家园豪华装修别墅 家具齐全 带私家电梯 !,万通天竺新新家园,整租,5室4厅,600㎡,顺义,天竺,朝南,45000,无
东恒时代3期 1室 朝东 70平,东恒时代三期,整租,1室1厅,70㎡,朝阳,四惠,朝东,7800,四惠站
乐成国际楼层位置好家具齐全采光观景好,乐成国际,整租,3室1厅,140㎡,朝阳,双井,朝南,22000,九龙山站
相寓 通州北苑·新华联锦园·高楼层·5居室·主卧,新华联锦园,合租主卧,5户合租,15㎡,通州,通州北苑,朝南,1690,通州北苑站
太平庄小区 大两居室 集中供暖 房子空置 有钥匙 诚心出租,太平庄东里,整租,2室1厅,87㎡,房山,良乡,朝南北,2600,苏庄站
清河·永泰东里·高楼层·2居室,永泰东里,整租,2室1厅,59㎡,海淀,清河,朝南北,6400,永泰庄站
出租 本家润园 1室 东北 精装修,本家润园,整租,1室1厅,47㎡,东城,东花市,朝东北,5300,广渠门内站
马连道广安门北京西站旁四合院出租独院可办公会所接待独栋独楼,马连道北里,整租,6室3厅,260㎡,西城,马连道,朝南,70000,湾子站
窦店腾龙家园三区1室1厅,腾龙家园,整租,1室1厅,71㎡,房山,窦店,朝南北,2600,无
牛街·泰和嘉苑·中楼层·1居室,泰和嘉苑,整租,1室1厅,54㎡,西城,牛街,朝北,5800,广安门内站
水青庭 大四居 紧邻中粮 海嘉 随时拎包入住可空房可全齐,水青庭,整租,4室2厅,301㎡,顺义,后沙峪,朝南,17000,无
我承诺 我所发的房源都是真是可看的房子 通看其他优质好房,万泉新新家园,整租,3室2厅,172㎡,海淀,万柳,朝南北,30000,巴沟站
嘉浩别墅,大花园,360度采光,视线开阔居住舒适,随时可看,嘉浩国际城,整租,4室2厅,322㎡,顺义,中央别墅区,朝南,20000,无
出租 万城华府龙园 4室 南北 豪华装修,万城华府龙园,整租,4室2厅,307㎡,海淀,万柳,朝南北,110000,火器营站
世华龙樾四期,首次出租复式4居室,采光好看房方便。拎包入住,世华龙樾四期,整租,5室3厅,190㎡,海淀,清河,朝南北,40000,西小口站
优山美地 租售部,10多套可看,联排独栋双拼,优山美地,整租,5室2厅,356㎡,顺义,中央别墅区,朝南,38000,无
中关村东南小区3室1厅,中科院东南小区,整租,3室1厅,78㎡,海淀,中关村,朝南北,14000,知春里站
窦店腾龙家园三区2室2厅 简单装修 房东诚心租,腾龙家园,整租,2室2厅,98㎡,房山,窦店,朝南北,2500,无
出租 首城国际 2室 东北 简装修,首城国际,整租,2室2厅,79㎡,朝阳,双井,朝东北,9500,双井站
复兴路46号院,紧邻玉泉路地铁站,交通便利,复兴路46号院,合租主卧,3户合租,20㎡,海淀,永定路,朝南北,2800,玉泉路站
水岸家园 中关村创客小镇 黑龙潭路 北京行政 西北旺附近,葛洲坝北京紫郡兰园,合租主卧,3户合租,20㎡,海淀,西北旺,朝南北,2000,无
房山城关九洲家园A区3室1厅,九洲兴达家园,整租,3室1厅,106㎡,房山,房山城关,朝南北,2000,无
珠江壹千栋 5室4卫3厅 596平简装修 28000元/月,珠江壹千栋,整租,5室3厅,596㎡,昌平,北七家,朝东,28000,无
出租 椿树园 4室 东北向 精装修,椿树园,整租,4室2厅,141㎡,西城,宣武门,朝东北,19800,菜市口站
广华新城 3室2厅1卫 配套齐全 130平,广华新城,整租,3室2厅,156㎡,朝阳,百子湾,朝南北,13500,无
近8号线回龙观东大街站 农垦干部學院 1室 南北通透 40.,农垦学院家属楼,整租,1室1厅,40㎡,昌平,霍营,朝南北,4500,回龙观东大街站
出租 世纪城时雨园 3室 南北向 精装修,世纪城时雨园,整租,3室2厅,167㎡,海淀,世纪城,朝南北,23000,火器营站
香山脚下 精装超大独栋别墅 小区高端圈层 可接待可公司,香山清琴,整租,6室3厅,624㎡,海淀,香山,朝东,200000,无
好房源 裕京(5卧全南)(地暖新风)随时看业主可以长租,裕京花园,整租,5室3厅,260㎡,顺义,中央别墅区,朝南,45000,无
张自忠地铁 北新桥 交道口 北京中医院 华人一品精装独卫开间,华人一品,整租,1室0厅,18㎡,东城,东四,朝南,2800,张自忠路站
雍和宫北新桥安定门独栋独楼会所接待独栋独楼别墅出租,雍和家园,整租,4室1厅,145㎡,东城,东直门,朝南,30000,雍和宫站
天通苑·天通苑东一区·低楼层·2居室,天通苑东一区,整租,2室1厅,96㎡,昌平,天通苑,朝西南,5300,无
窦店山水华府2室1厅,汇豪山水华府,整租,2室1厅,89㎡,房山,窦店,朝南北,2300,无
北苑家园茉藜园 3室2卫1厅 114平精装修 3400元/月,北苑家园茉藜园,合租主卧,3户合租,22㎡,朝阳,北苑,朝南,3400,北苑站
南北通透 万通天竺新新家园住宅 5室3厅 精装修,万通天竺新新家园住宅,整租,5室3厅,400㎡,顺义,天竺,朝南北,42000,无
出租 华瀚国际 4室 南北向 精装修,华瀚国际,整租,4室2厅,233㎡,朝阳,欢乐谷,朝南北,28000,南楼梓庄站
【万通天竺新新家园】一区公寓,带电梯,三居室,万通天竺新新家园住宅,整租,3室2厅,143㎡,顺义,天竺,朝南北,15000,无
出租 华澳中心 2室 西 简装修,嘉慧苑,整租,2室1厅,245㎡,海淀,紫竹桥,朝西,23000,万寿寺站
相寓 酒仙桥·芳园里·高楼层·3居室·主卧,芳园里,合租主卧,3户合租,18㎡,朝阳,酒仙桥,朝东,3200,将台站
朱辛庄地铁站/朱辛庄北区 朝南主卧出租 月保洁免费维修,朱辛庄新村北区,合租主卧,3户合租,18㎡,昌平,回龙观,朝南北,2400,朱辛庄站
太平庄小区 大两居室 集中供暖 房子空置 有钥匙 诚心出租,太平庄东里,整租,2室1厅,87㎡,房山,良乡,朝南北,2600,苏庄站
出租 富力城D区 2室 西南 精装修,富力城D区,整租,2室2厅,100㎡,朝阳,广渠门,朝西南,15000,双井站
CBD·光辉南里小区·低楼层·1居室,光辉南里,整租,1室1厅,53㎡,朝阳,大望路,朝南,6000,大望路站
合租·五棵松地铁 301医院 复兴路32号院次卧出租1,复兴路32号院,合租次卧,4户合租,12㎡,海淀,五棵松,朝北,2100,五棵松站
窦店山水汇豪A区3室1厅,家具家电齐全,看房方便,山水汇豪,整租,3室1厅,106㎡,房山,窦店,朝南北,2300,无
鼓楼什刹海后海四合院出租独院可办公会所接待工作室四合院,钟楼四合院,整租,4室2厅,150㎡,东城,安定门,朝南,28000,鼓楼大街站
出租 棕榈泉国际公寓 2室 西北 精装修,棕榈泉国际公寓,整租,2室2厅,176㎡,朝阳,朝阳公园,朝西北,25000,朝阳公园站
南湖东园 4室2卫1厅 主卧独卫17平精装修 3800元/月,南湖东园一区,合租主卧,4户合租,18㎡,朝阳,望京,朝南,3661,望京站
香江花园独栋全屋地暖可看房,香江花园,整租,4室2厅,267㎡,朝阳,来广营,朝南,37000,无
相寓 安贞·安贞西里二区·低楼层·2居室,安贞西里,整租,2室1厅,52㎡,朝阳,安贞,朝南北,7350,北土城站
相寓 望京·国风北京·低楼层·4居室·主卧独卫,独立阳台,国风北京,合租主卧,4户合租,30㎡,朝阳,望京,朝南,4900,望京东站
高层朝东看花园大一居,金茂物业,小区新环境好,全明,采光好,西城晶华,整租,1室2厅,88㎡,西城,西四,朝东,13000,西四站
长阳邑上公馆2室1厅,邑上公馆,整租,2室1厅,82㎡,房山,长阳,朝南北,4300,广阳城站
急租!朝阳北苑 近地铁 靠商圈 看房方便,媒体村天居园,整租,2室1厅,138㎡,朝阳,北苑,朝南,11000,立水桥南站
长阳溪雅苑二区3室2厅,西棕榈滩,整租,3室2厅,169㎡,房山,长阳,朝南北,5600,无
长阳加州水郡西区四期2室1厅,加州水郡西区,整租,2室2厅,87㎡,房山,长阳,朝东北,3500,无
窦店腾龙家园一区2室2厅,腾龙家园,整租,2室2厅,103㎡,房山,窦店,朝南北,2500,无
装修好 五居 可以接待会所等 价格可谈 看房提前说 家具齐全,西宸原著玉府,整租,5室3厅,337㎡,丰台,丽泽桥,朝南北,100000,西局站
朝东精装修一居,小区新,户型方正,落地飘窗,装修好,保养好,丰侨公寓,整租,1室0厅,68㎡,西城,金融街,朝东,11000,灵境胡同站
北沙滩八号院 在租两居 双卧朝南 干净舒适 随时入住,北沙滩8号院,整租,2室1厅,67㎡,朝阳,北沙滩,朝南,7500,北沙滩站
窦店明峻嘉园3室1厅,家具家电齐,拎包入住,铂铭郡,整租,3室1厅,89㎡,房山,窦店,朝南北,2800,无
出租 誉天下 5室 南北 精装修,誉天下,整租,5室2厅,383㎡,顺义,中央别墅区,朝南,33000,无
丽泽景园南北90两居高层 空房干净 看房方便 出门商场地铁,丽泽景园,整租,2室1厅,90㎡,丰台,丽泽桥,朝南北,7000,西局站
上新 环境优美 高端社区 有车位 户型好 安静不临街,保利中央公园,整租,3室2厅,134㎡,朝阳,望京,朝南北,18000,望京东站
急租!实图实房!丽高高层129平2居公寓,实房实价,有钥匙!,丽高王府公寓,整租,2室2厅,128㎡,顺义,中央别墅区,朝西南,10000,无
地铁16号线西北旺站 百旺 联想总部 百度 网易 腾讯附近,芳怡园,合租次卧,3户合租,28㎡,海淀,马连洼,朝南北,2500,无
御汤山精装修独栋别墅,齐全,拎包入住,看房随时,御汤山,整租,5室3厅,461㎡,昌平,小汤山,朝南,26000,无
窦店腾龙家园二区4室1厅,腾龙家园,整租,4室1厅,148㎡,房山,窦店,朝南北,2600,无
房山城关府东里社区3室1厅,府东里,整租,3室1厅,89㎡,房山,房山城关,朝南北,2100,马各庄站
良乡行宫园四里2室1厅 房子是三楼 家电齐全 有钥匙 随时看,行宫小区,整租,2室1厅,71㎡,房山,良乡,朝南北,3300,无
良乡恒大滨河左岸常庄路18号院2室1厅,恒大·滨河左岸,整租,2室1厅,81㎡,房山,良乡,朝东南,3800,良乡大学城西站
荣丰2008,分租上层,装修好,价格美丽,看房随时,,荣丰2008,整租,1室1厅,28㎡,西城,广安门,朝北,3200,达官营站
出租 荣丰2008 1室 北 精装修,荣丰2008,整租,1室1厅,28㎡,西城,广安门,朝北,5800,达官营站
长岛澜桥 4室 南北通透 371平 55000元,长岛澜桥,整租,4室2厅,371㎡,朝阳,来广营,朝南,55000,无
西城,西二环,精装修两居室,家具家电齐全,明厨明卫,正对公园,丽水莲花,整租,2室1厅,89㎡,西城,广安门,朝东,8800,湾子站
国贸桥 北京电视台 万达广场附近 盛世嘉园 三家合住 主次卧,盛世嘉园,合租主卧,3户合租,32㎡,朝阳,国贸,朝东南,3600,大望路站
灯市口地铁春松胡同雅宝里朝阳门南小街金宝街禄米仓胡同附近平房,大雅宝胡同,整租,1室0厅,33㎡,东城,朝阳门内,朝南,3800,建国门站
长阳梧杖爱3室1厅 家具家电齐全 户型方正 看房方便,碧桂园小区C区,整租,3室1厅,117㎡,房山,长阳,朝南北,4500,无
地铁1号线传媒大学地铁口 定福庄西街南北两居 精装修集中供暖,定福庄西街小区,整租,2室1厅,62㎡,朝阳,定福庄,朝南北,5200,传媒大学站
优山美地,全新房,挑空7.2米,家具家电全齐,方便看房!,优山美地,整租,5室4厅,380㎡,顺义,中央别墅区,朝南,50000,无
新出!万通天竺新新家园豪华装修别墅 家具齐全 带私家电梯 !,万通天竺新新家园,整租,5室4厅,600㎡,顺义,天竺,朝南,45000,无
天通苑·天通苑北一区·低楼层·5居室·次卧2,天通苑北一区,合租主卧,2户合租,20㎡,昌平,天通苑,朝北,1865,天通苑站
出租 新华联国际公寓 3室 南北 精装修,新华联国际公寓,整租,3室2厅,275㎡,海淀,公主坟,朝南北,58000,公主坟站
远洋新干线1居室,有钥匙,无!三元桥,佳程广场,天元港,远洋新干线,整租,1室1厅,90㎡,朝阳,三元桥,朝南,13600,三元桥站
卢沟桥抗战雕塑园 晓月苑三里 晓月苑七里卧室带阳台随时入住,沸城,合租主卧,2户合租,15㎡,丰台,卢沟桥,朝南,1400,无
电梯别墅!拎包即可入住 摆得下三角钢琴住得下一家七口 随时看,万通天竺新新家园,整租,5室3厅,421㎡,顺义,天竺,朝南,39000,无
贵园南里丙区 2居室60平精装修 4300元 方便看房,贵园南里丙区,整租,2室1厅,60㎡,大兴,亦庄,朝南北,6000,亦庄桥站
六里桥风荷曲苑南北通透三居室,看房方便,风荷曲苑,整租,3室2厅,126㎡,丰台,六里桥,朝南北,13000,六里桥站
管庄东里,三层,三家合租,屋一人,1900,管庄东里,合租主卧,3户合租,15㎡,朝阳,管庄,朝北,1900,常营站
国贸 CBD 双井 大望路 精装齐全 采光很好 地铁边上高层,富力城A区,整租,2室1厅,100㎡,朝阳,广渠门,朝南,13000,双井站
整租·窦店·城建琨廷南区·3室,北京城建琨廷,整租,3室1厅,108㎡,房山,窦店,朝南北,3400,无
(整租房源、全南向一居)看房提前和我约 实际看房比照片效果好,首城国际,整租,1室1厅,55㎡,朝阳,双井,朝南,7800,双井站
相寓 定慧寺·宿舍·低楼层·1居室,西三环北路105号院,整租,1室1厅,48㎡,海淀,花园桥,朝南,5300,慈寿寺站
中关村·保福寺小区·低楼层·2居室,保福寺小区,整租,2室1厅,60㎡,海淀,中关村,朝南北,9450,知春里站
大悦城 星河湾 3室 南北 豪华装修,星河湾,整租,3室2厅,245㎡,朝阳,朝青,朝南北,35000,青年路站
ISB一路之隔,新英才,鼎石近在咫尺,5至6套间,欧式装修,,优山美地,整租,6室4厅,504㎡,顺义,中央别墅区,朝南,52000,无
西三环 六里桥 地铁9号线10号线 六里桥北里小区精装一居室,六里桥北里,整租,1室1厅,35㎡,丰台,六里桥,朝南,4800,六里桥站
独栋边户 地暖 新风软水 私齐全,优山美地,整租,5室2厅,560㎡,顺义,中央别墅区,朝南,60000,无
房山良乡恒大滨河左岸荷园南路 3室一厅 东南北户型 全明格局,恒大·滨河左岸,整租,3室1厅,88㎡,房山,良乡,朝南北,3700,良乡大学城西站
窦店世界名园B区2室1厅,房山世界名园,整租,2室1厅,84㎡,房山,窦店,朝东西,1800,无
窦店腾龙家园三区1室1厅,腾龙家园,整租,1室1厅,71㎡,房山,窦店,朝南北,2600,无
出租 万城华府海园 5室 南北 豪华装修,万城华府海园,整租,5室2厅,344㎡,海淀,万柳,朝南北,150000,火器营站
牛街南线阁甲39号院1室1厅,南线阁,整租,1室1厅,56㎡,西城,牛街,朝西,6800,广安门内站
四季青 西山美庐 独栋别墅 随时看房 配套齐全,西山美庐,整租,6室3厅,875㎡,海淀,西山,朝南,99900,无
灯市口地铁金宝街东堂子胡同朝阳门南小街西总布附近两居出租,东堂子胡同,整租,2室1厅,65㎡,东城,东单,朝南,7400,灯市口站
通州北苑·铁路宿舍·高楼层·3居室·次卧1,铁路宿舍,合租主卧,2户合租,12㎡,通州,通州北苑,朝北,1250,八里桥站
相寓 望京·望京西园三区·中楼层·4居室·次卧2,望京西园三区,合租次卧,2户合租,12㎡,朝阳,望京,朝东北,2700,望京站
相寓 方庄·GOGO新世代·低楼层·1居室,GOGO新世代,整租,1室1厅,26㎡,丰台,方庄,朝东,4200,蒲黄榆站
合租·石景山鲁谷74号院.远洋山水·地铁一号线,鲁谷74号院,整租,1室0厅,10㎡,石景山,鲁谷,朝南,1200,八宝山站
出租 本家润园 1室 东北 精装修,本家润园,整租,1室1厅,47㎡,东城,东花市,朝东北,5300,广渠门内站
近城铁+燕山富燕新村三区+2室1厅+电梯房,富燕新村,整租,2室1厅,96㎡,房山,燕山,朝南,2400,燕山站
出租 万年花城五期 2室 南 简装修,万年花城五期,整租,2室1厅,95㎡,丰台,看丹桥,朝南,6600,首经贸站
朝阳门地铁吉祥里华普大厦外交部石油大厦悠唐日坛昆泰大厦附近一,吉祥里,整租,1室1厅,45㎡,朝阳,工体,朝南,6100,朝阳门站
团结湖精装三室一厅!三里屯 朝阳公园 金台夕照 国贸 呼家楼,团结湖水利局宿舍,整租,3室1厅,68㎡,朝阳,团结湖,朝南北,9600,朝阳公园站
北七家·望都家园·高楼层·1居室,望都家园,整租,1室1厅,54㎡,昌平,北七家,朝南北,3550,无
欢乐谷 翠成馨园 7号线 下楼地铁 看房随时,翠成馨园,整租,1室1厅,54㎡,朝阳,垡头,朝西,4500,垡头站
花园桥车公庄大街,中西大厦和财经中心,南北三居室双卫可看,车公庄西路38号院,整租,3室1厅,94㎡,海淀,花园桥,朝南北,11500,花园桥站
顺义天竺 中粮祥云小镇水青庭,采光巨棒,临近德威青苗海嘉鼎石,中粮祥云国际生活区住宅,整租,4室3厅,230㎡,顺义,后沙峪,朝西北,30000,无
出租 新怡家园 2室 南向 精装修,新怡家园,整租,2室1厅,100㎡,东城,崇文门,朝南,17200,崇文门站
窦店城建琨廷南区3室1厅,北京城建琨廷,整租,3室1厅,98㎡,房山,窦店,朝南北,3600,无
出租 美林香槟小镇 4室 南北 精装修,美林香槟小镇,整租,4室2厅,287㎡,顺义,中央别墅区,朝南,20000,无
御汤山东区 豪华样板间首次出租 大花园 使用面积大有钥匙,御汤山熙园,整租,5室2厅,467㎡,昌平,小汤山,朝南,30000,无
房山城关九洲家园A区3室1厅,九洲兴达家园,整租,3室1厅,106㎡,房山,房山城关,朝南北,2000,无
杨庄西现代城1室1厅 租售房源 需配合出售看房 接受可约看,西现代城,整租,1室1厅,50㎡,石景山,杨庄,朝北,4100,杨庄站
琉璃河金水家园车站前街10号2室1厅,金水家园,整租,2室1厅,59㎡,房山,琉璃河,朝南北,1300,无
生命科学园沙河福田汽车北科院一通小区一居室出租随时入住,沙河一通宿舍小区,整租,1室1厅,50㎡,昌平,沙河,朝南,2800,无
良乡瑞雪春堂二里 两居室 精装修 诚意出租 看房方便 家电齐,瑞雪春堂,整租,2室1厅,89㎡,房山,良乡,朝南北,3400,良乡大学城西站
长阳加州水郡西区四期精装3居家电齐全视野开阔南北向采光充足,加州水郡西区,整租,3室1厅,91㎡,房山,长阳,朝南北,3900,无
燕山地铁沿线+杰辉苑2室1厅+家具家电齐全+拎包入住,杰辉苑,整租,2室1厅,79㎡,房山,燕山,朝南北,2100,燕山站
东三环一一摩码大厦137平米商务写字楼招租,摩码大厦,整租,1室0厅,137㎡,朝阳,团结湖,朝南,16800,金台路站
水青庭 大四居 紧邻中粮 海嘉 随时拎包入住可空房可全齐,水青庭,整租,4室2厅,301㎡,顺义,后沙峪,朝南,17000,无
南北通透 户型方正 装修保养好 万通一区四居室,万通天竺新新家园住宅,整租,4室2厅,204㎡,顺义,天竺,朝南,25000,无
乐成国际 2室 15000.00元,随时看房,乐成国际,整租,2室1厅,108㎡,朝阳,双井,朝南,15000,九龙山站
南北通透 格拉斯小镇 4室3厅 精装修,格拉斯小镇,整租,4室3厅,312㎡,通州,通州其它,朝东,60000,无
整租 臻御府紧凑型小三居 随时看 随时住,臻御府一期,整租,3室1厅,88㎡,丰台,科技园区,朝南北,7000,无
步行isb,初次租,全屋地暖,家私齐全,随时起租,优山美地,整租,4室2厅,496㎡,顺义,中央别墅区,朝南,45000,无
高层朝西一室一厅,小区新环境好,户型方正,落地飘窗,采光好,北京尊府,整租,1室1厅,66㎡,西城,金融街,朝西,11500,长椿街站
齐全2居 有钥匙 随时起租 接受长租 人车分流 出行方便,紫金长安,整租,2室1厅,117㎡,海淀,五棵松,朝东西,12500,五棵松站
林肯公园C区住宅 2室1卫1厅 92平精装修 7500元/月,林肯公园C区住宅,整租,2室1厅,92㎡,大兴,亦庄,朝南,7500,亦庄文化园站
传媒大学 定福庄 地铁6号线褡裢坡金星小区精装两居 随时看房,金星小区,整租,2室1厅,65㎡,朝阳,定福庄,朝南,5000,传媒大学站
窦店腾龙家园三区2室2厅,腾龙家园,整租,2室2厅,105㎡,房山,窦店,朝南北,3500,无
空气好 龙门新区A4 看房随时 2居室南向 配套齐全,龙门新区,整租,2室1厅,65㎡,门头沟,东辛房,朝南,2900,无
六里桥地铁 保利百合南北明卫大两居 家具齐全干净 高层看方便,保利百合花园,整租,2室1厅,92㎡,丰台,六里桥,朝南北,9500,六里桥站
长阳加州水郡西区四期2室1厅,加州水郡西区,整租,2室2厅,86㎡,房山,长阳,朝南,3500,无
实房实价,龙湾新出独栋,可配齐,大挑空,采光好随时看,龙湾别墅,整租,4室3厅,391㎡,顺义,中央别墅区,朝南,32000,无
合租·五里店·和光里三家南向次卧出租1,和光里,整租,1室0厅,12㎡,丰台,五里店,朝南,1960,郭庄子站
六号线常营,畅心园,精装南向两居,5499,首开畅心园,整租,2室1厅,70㎡,朝阳,常营,朝南,5499,草房站
上东8号2013年南北2居 地暖 家具全 保养好,丽都水岸,整租,2室2厅,174㎡,朝阳,酒仙桥,朝南北,21000,将台站
合租·真实照片·青塔西里5号院次卧出租1,青塔西里5号院,合租次卧,4户合租,12㎡,丰台,青塔,朝北,1900,无
出租 丽斯花园 5室 南北 精装修,丽斯花园,整租,5室3厅,310㎡,顺义,中央别墅区,朝南,58000,无
紧邻9号线丰台南路站 新华街六里精装修二居 首次出租,新华街六里,整租,2室1厅,63㎡,丰台,看丹桥,朝南北,5300,丰台南路站
良乡恒大滨河左岸常庄路18号院3室1厅,恒大·滨河左岸,整租,3室1厅,86㎡,房山,良乡,朝南,3800,良乡大学城西站
北京东燕郊,东贸国际精装三居室,进京方便,东贸国际花园,整租,3室1厅,110㎡,燕郊,燕郊,朝东南,2500,无
方庄六号 东南角大两居 可空房 能长租 我有钥匙,方庄六号,整租,2室1厅,101㎡,丰台,方庄,朝东南,8800,方庄站
出租 龙湾别墅 5室 南北 精装修,龙湾别墅,整租,5室3厅,512㎡,顺义,中央别墅区,朝南,60000,无
瑞雪春堂南北通透,两室两卫,低楼层,家电齐全,随时入住,,瑞雪春堂,整租,2室1厅,89㎡,房山,良乡,朝南北,3600,良乡大学城西站
出租 金域东郡 3室 南北 精装修,金域东郡,整租,3室1厅,91㎡,大兴,亦庄,朝南北,7600,无
炫特区一期 2室 西北 63.27平 7200元,炫特区,整租,2室1厅,63㎡,朝阳,十里堡,朝西北,7200,十里堡站
誉天下新出精装修别墅 业主艏次出租 前后双花园 7米高挑空,誉天下,整租,5室2厅,387㎡,顺义,中央别墅区,朝南,33000,无
前泥洼二区 精装修1居室 家电齐全 房子干净 不容错过,前泥洼,整租,1室1厅,50㎡,丰台,丽泽桥,朝南,4500,泥洼站
青塔大成路 长安新城一区 3家2卫 随时入住,长安新城,整租,1室1厅,20㎡,丰台,青塔,朝西,2200,无
房山城关兴房大街14号院2室1厅包物业 包取暖 全套家具家电,兴房大街14号院,整租,2室1厅,80㎡,房山,房山城关,朝南北,2200,房山城关站
吉利家园 3室1卫1厅 122平精装修 3200元/月,吉利家园,合租主卧,4户合租,20㎡,朝阳,芍药居,朝南,3200,芍药居站
出租 熙湖 3室 南北向 精装修,熙湖,整租,3室2厅,146㎡,海淀,田村,朝南北,14500,无
自在香山 新中式别墅 带地暖 可居住 会所 接待 驻京办,自在香山,整租,5室3厅,601㎡,海淀,颐和园,朝南,58000,万安站
惠新北里 3室1卫1厅 98.6平精装修 2000元/月,惠新北里,合租次卧,3户合租,12㎡,朝阳,惠新西街,朝南,2000,惠新西街北口站
出租 世纪城时雨园 3室 西南 精装修,世纪城时雨园,整租,3室2厅,165㎡,海淀,世纪城,朝西南,17700,火器营站
阎村绿城百合公寓霁雪苑1室1厅,绿城百合北区,整租,1室1厅,66㎡,房山,阎村,朝南,3200,阎村站
客厅两卧南 随时起租 有钥匙 干净整洁 采光好 通透性好可聊,世纪新景园,整租,3室2厅,165㎡,海淀,紫竹桥,朝南北,17500,无
步行isb,初次租,全屋地暖,家私齐全,随时起租,优山美地,整租,4室2厅,496㎡,顺义,中央别墅区,朝南,41000,无
广渠门东花市 富贵园一区精装三居,富贵园一区,整租,3室1厅,125㎡,东城,东花市,朝南,18000,广渠门内站
东城区 东直门簋街 豪华装修 四合院出租 会所接待 有车位,石雀胡同,整租,9室6厅,450㎡,东城,东四,朝南,250000,北新桥站
高鑫家园|2室1厅1卫1阳台|101平米|南|2层,高鑫家园,整租,2室1厅,101㎡,丰台,科技园区,朝南,4800,无
14号线将台地铁站附近,丽都壹号精装两居两卫,随时看房!,丽都壹号·峯境,整租,2室2厅,120㎡,朝阳,酒仙桥,朝西南,13500,无
通州北苑·芳洲花园·中楼层·3居室·小次卧1,芳洲花园,合租主卧,2户合租,13㎡,通州,通州北苑,朝北,1650,通州北苑站
亮马桥地铁 三元桥 三源里 新源里 牛王庙 佳程广场附近两居,新源里东小区,整租,2室1厅,65㎡,朝阳,亮马桥,朝南,6800,无
西三环姜杰钢琴附近,上下复式大户型,合租有独卫,可看房,逸升轩,整租,1室1厅,45㎡,海淀,花园桥,朝北,4800,花园桥站
颐源居、有钥匙、三居房两居价、可长租、价格便宜、车位,颐源居,整租,3室2厅,143㎡,海淀,公主坟,朝东北,15000,公主坟站
相寓 定慧寺·宿舍·低楼层·1居室,西三环北路105号院,整租,1室1厅,48㎡,海淀,花园桥,朝南,5300,慈寿寺站
赵公口,建邦华府,87平米,特价处理。两居室,,建邦华府,整租,2室1厅,107㎡,丰台,赵公口,朝西,5800,石榴庄站
东三环一一摩码大厦51平米 二面采光 精装商务间 出租,摩码大厦,整租,1室0厅,51㎡,朝阳,团结湖,朝南,7500,金台路站
金台路地铁人民日报社延静里红庙大望路国贸SKP柴家湾附近两居,金台里,整租,2室1厅,65㎡,朝阳,红庙,朝南,6000,金台路站
窦店世界名园B区2室1厅,房山世界名园,整租,2室1厅,84㎡,房山,窦店,朝东西,1800,无
第壹次出租 南北通透 带车位,新风地暖空调家具齐全,首开琅樾,整租,4室2厅,230㎡,朝阳,孙河,朝南,33000,无
(刚空出来)龙湾合院临水系 全新房诚租 地暖新风 家私全齐,龙湾别墅,整租,4室3厅,371㎡,顺义,中央别墅区,朝南,42000,无
右安门内清芷园3室1厅,清芷园,整租,3室1厅,110㎡,西城,右安门内,朝东西,13000,陶然亭站
中间建筑 精装下叠别墅 会所办公 东边户 停车便利 !,中间建筑,整租,4室2厅,356㎡,海淀,西山,朝东,45000,无
